epoch,train_loss,train_heatmap_loss,train_presence_loss,val_loss,val_heatmap_loss,val_presence_loss,test_loss,test_heatmap_loss,test_presence_loss,test_presence_combined_loss
1,3.2468676567077637,0.21690432727336884,2.019975423812866,,,,,,,
2,0.9665699005126953,0.029698975384235382,0.6245806217193604,,,,,,,
3,0.6707176566123962,0.025485336780548096,0.43015486001968384,,,,,,,
4,0.46343815326690674,0.02651573345065117,0.29128164052963257,,,,,,,
5,0.3537004590034485,0.031941428780555725,0.21450603008270264,,,,,,,
6,0.32181674242019653,0.03891846910119057,0.1885988712310791,,,,,,,
7,0.3138248324394226,0.04197641462087631,0.181232288479805,,,,,,,
8,0.30837178230285645,0.04220788925886154,0.17744259536266327,,,,,,,
9,0.3047877550125122,0.040478117763996124,0.17620642483234406,,,,,,,
10,0.30213627219200134,0.03816015273332596,0.17598406970500946,1.8165934880574544,0.04801600178082784,1.1790517171223958,1.4997585614522297,0.048909738659858704,0.9672325452168783,0.9672325452168783
11,0.3010895848274231,0.0366036631166935,0.17632395029067993,,,,,,,
12,0.29966142773628235,0.03561662510037422,0.17602986097335815,,,,,,,
13,0.29756462574005127,0.03460736945271492,0.1753048300743103,,,,,,,
14,0.29618820548057556,0.03336130827665329,0.17521794140338898,,,,,,,
15,0.2951508164405823,0.03191741183400154,0.1754889339208603,,,,,,,
16,0.2937092185020447,0.030417099595069885,0.17552807927131653,,,,,,,
17,0.2920032739639282,0.029065705835819244,0.17529170215129852,,,,,,,
18,0.2909773588180542,0.02755672112107277,0.17561374604701996,,,,,,,
19,0.28864723443984985,0.02650132030248642,0.17476394772529602,,,,,,,
20,0.2872070074081421,0.025082645937800407,0.17474956810474396,1.6311504046122234,0.03694661955038706,1.0628025531768799,1.549512545267741,0.04314459363619486,1.0042452812194824,1.0042452812194824
21,0.2862631678581238,0.023059140890836716,0.17546933889389038,,,,,,,
22,0.28467369079589844,0.021490415558218956,0.17545552551746368,,,,,,,
23,0.2829596996307373,0.020142661407589912,0.1752113550901413,,,,,,,
24,0.2821548581123352,0.01884930208325386,0.17553703486919403,,,,,,,
25,0.28071439266204834,0.017608894035220146,0.1754036396741867,,,,,,,
26,0.2794857323169708,0.016556333750486374,0.17528626322746277,,,,,,,
27,0.2788645923137665,0.015788404271006584,0.17538411915302277,,,,,,,
28,0.2775769829750061,0.015145770274102688,0.1749541461467743,,,,,,,
29,0.27675768733024597,0.01432636845856905,0.17495420575141907,,,,,,,
30,0.2761490046977997,0.013643734157085419,0.1750035285949707,1.6368565559387207,0.0323552538951238,1.0696674982706706,1.6604695320129395,0.040137410163879395,1.0802213350931804,1.0802213350931804
31,0.2747196555137634,0.01288827694952488,0.1745542585849762,,,,,,,
32,0.27441084384918213,0.012345584109425545,0.17471016943454742,,,,,,,
33,0.27401605248451233,0.011821197345852852,0.17479658126831055,,,,,,,
34,0.2737169861793518,0.011684203520417213,0.17468851804733276,,,,,,,
35,0.27337029576301575,0.011360198259353638,0.1746734082698822,,,,,,,
36,0.27325719594955444,0.01128319464623928,0.17464935779571533,,,,,,,
37,0.2728649973869324,0.011090935207903385,0.17451606690883636,,,,,,,
38,0.27270448207855225,0.01113868411630392,0.1743772178888321,,,,,,,
39,0.27275246381759644,0.010919127613306046,0.17455554008483887,,,,,,,
40,0.2739529013633728,0.011759689077734947,0.1747954785823822,1.497875690460205,0.02897229293982188,0.9792688687642416,1.7469844818115234,0.03942650059858958,1.1383721033732097,1.1383721033732097
41,0.27394258975982666,0.011394093744456768,0.1750323325395584,,,,,,,
42,0.27324753999710083,0.011139871552586555,0.17473845183849335,,,,,,,
43,0.27262434363365173,0.010969748720526695,0.17443639039993286,,,,,,,
44,0.272638738155365,0.010827992111444473,0.1745404750108719,,,,,,,
45,0.27221590280532837,0.010747757740318775,0.1743120700120926,,,,,,,
46,0.2723656892776489,0.010684611275792122,0.17445403337478638,,,,,,,
47,0.27178317308425903,0.010680241510272026,0.1740686297416687,,,,,,,
48,0.27203992009162903,0.010600805282592773,0.17429274320602417,,,,,,,
49,0.27213817834854126,0.01052757166326046,0.17440707981586456,,,,,,,
50,0.2717406749725342,0.010507233440876007,0.1741556078195572,1.58116881052653,0.028081461787223816,1.0353914896647136,1.8643897374471028,0.039891173442204796,1.2163324356079102,1.2163324356079102
51,0.27177202701568604,0.010412055999040604,0.17423999309539795,,,,,,,
52,0.2716706097126007,0.010419506579637527,0.17416740953922272,,,,,,,
53,0.27177172899246216,0.010348012670874596,0.17428246140480042,,,,,,,
54,0.2715189456939697,0.010292597115039825,0.17415091395378113,,,,,,,
55,0.27147313952445984,0.010230809450149536,0.17416155338287354,,,,,,,
56,0.27114081382751465,0.010209713131189346,0.1739540845155716,,,,,,,
57,0.2714084982872009,0.010135099291801453,0.17418226599693298,,,,,,,
58,0.27117717266082764,0.010109102353453636,0.1740453839302063,,,,,,,
59,0.2708875834941864,0.010090834461152554,0.17386451363563538,,,,,,,
60,0.2710019648075104,0.010035436600446701,0.17397767305374146,1.6573645273844402,0.02877323826154073,1.0857275327046711,1.910568078358968,0.039581313729286194,1.2473243872324626,1.2473243872324626
61,0.27118825912475586,0.00994761474430561,0.174160435795784,,,,,,,
62,0.2706407904624939,0.009909162297844887,0.1738210916519165,,,,,,,
63,0.2706952691078186,0.009876776486635208,0.1738789975643158,,,,,,,
64,0.2705532908439636,0.00982770137488842,0.17381706833839417,,,,,,,
65,0.2702695429325104,0.009732532314956188,0.17369133234024048,,,,,,,
66,0.2698158025741577,0.009732583537697792,0.17338880896568298,,,,,,,
67,0.27051103115081787,0.009688119404017925,0.17388194799423218,,,,,,,
68,0.2702528238296509,0.009620802477002144,0.17375467717647552,,,,,,,
69,0.27026405930519104,0.009531551972031593,0.17382168769836426,,,,,,,
70,0.2696700990200043,0.009488307870924473,0.17345452308654785,1.5206543604532878,0.02721760670344035,0.9956245422363281,2.000464121500651,0.04005304972330729,1.3069407145182292,1.3069407145182292
71,0.2699718177318573,0.0094602070748806,0.17367443442344666,,,,,,,
72,0.2701870799064636,0.009442729875445366,0.17382954061031342,,,,,,,
73,0.26981624960899353,0.009299268014729023,0.1736779808998108,,,,,,,
74,0.26993903517723083,0.009306561201810837,0.1737549901008606,,,,,,,
75,0.2694155275821686,0.00926428847014904,0.17343416810035706,,,,,,,
76,0.26938316226005554,0.009241104125976562,0.17342804372310638,,,,,,,
77,0.2691457271575928,0.009194165468215942,0.17330102622509003,,,,,,,
78,0.2690238654613495,0.009128568693995476,0.1732635349035263,,,,,,,
79,0.2693328261375427,0.00912932213395834,0.17346899211406708,,,,,,,
80,0.26900655031204224,0.009094895794987679,0.1732744574546814,1.6049083073933919,0.027394240101178486,1.0516761144002278,1.9076166152954102,0.03855980187654495,1.2460378805796306,1.2460378805796306
81,0.26938027143478394,0.008980371057987213,0.17359992861747742,,,,,,,
82,0.2690660059452057,0.008860529400408268,0.17347031831741333,,,,,,,
83,0.26905709505081177,0.0088534876704216,0.17346906661987305,,,,,,,
84,0.2687365710735321,0.008737051859498024,0.17333301901817322,,,,,,,
85,0.2686556279659271,0.008685039356350899,0.173313707113266,,,,,,,
86,0.26858365535736084,0.00858786329627037,0.17333051562309265,,,,,,,
87,0.26852160692214966,0.008551860228180885,0.17331315577030182,,,,,,,
88,0.26831117272377014,0.008505105040967464,0.17320403456687927,,,,,,,
89,0.2678535282611847,0.008456002920866013,0.17293167114257812,,,,,,,
90,0.2682686448097229,0.008432507514953613,0.17322410643100739,1.595492680867513,0.027097379167874653,1.0455968379974365,1.9922817548116047,0.03936208784580231,1.301946481068929,1.301946481068929
91,0.2680819034576416,0.008384965360164642,0.1731312870979309,,,,,,,
92,0.26778876781463623,0.008286705240607262,0.17300139367580414,,,,,,,
93,0.2677013874053955,0.0082430774345994,0.1729722023010254,,,,,,,
94,0.26790961623191833,0.008171244524419308,0.1731589138507843,,,,,,,
95,0.26754242181777954,0.008045997470617294,0.1729976236820221,,,,,,,
96,0.2672700583934784,0.008005213923752308,0.17284321784973145,,,,,,,
97,0.2672629952430725,0.007870721630752087,0.17292818427085876,,,,,,,
98,0.26705673336982727,0.007913628593087196,0.17276206612586975,,,,,,,
99,0.2674349844455719,0.007851149886846542,0.17305588722229004,,,,,,,
100,0.2674633264541626,0.007888552732765675,0.17304983735084534,1.5951806704203289,0.027531862258911133,1.0450992584228516,1.9700624148050945,0.03905398646990458,1.2873390515645344,1.2873390515645344
